Concept,Feature,WB_Label,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF
cheetah,a_cat,coordinate,taxonomic,13,5,,5
cheetah,lives_in_Africa,location,encyclopaedic,11,6,93,7
cheetah,a_carnivore,superordinate,taxonomic,9,7,,11
cheetah,beh_-_hunts,entity_behavior,encyclopaedic,9,7,36,5
cheetah,is_furry,external_surface_property,tactile,8,9,211,20
cheetah,has_4_legs,external_component,visual-form_and_surface,7,10,468,49
cheetah,is_yellow,external_surface_property,visual-colour,7,10,345,27
cheetah,a_mammal,superordinate,taxonomic,5,12,,42
cheetah,hunted_by_people,participant,function,5,12,267,27
cherry,is_red,external_surface_property,visual-colour,27,1,382,26
cherry,a_fruit,superordinate,taxonomic,25,2,,29
cherry,has_a_pit,internal_component,visual-form_and_surface,23,3,94,6
cherry,tastes_sweet,internal_surface_property,taste,18,4,320,24
cherry,has_a_stem,external_component,visual-form_and_surface,17,5,45,4
cherry,grows_on_trees,origin,encyclopaedic,16,6,223,19
cherry,is_round,external_surface_property,visual-form_and_surface,15,7,823,76
cherry,is_small,external_surface_property,visual-form_and_surface,14,8,1229,121
cherry,eaten_in_pies,function,function,11,9,69,5
cherry,eaten_in_summer,time,encyclopaedic,7,10,29,5
cherry,is_delicious,internal_surface_property,taste,6,11,13,2
cherry,eg_-_maraschino,subordinate,taxonomic,5,12,,1
chickadee,a_bird,superordinate,taxonomic,23,1,,39
chickadee,is_small,external_surface_property,visual-form_and_surface,19,2,1229,121
chickadee,beh_-_flies,entity_behavior,visual-motion,15,3,712,46
chickadee,has_a_beak,external_component,visual-form_and_surface,15,3,443,38
chickadee,an_animal,superordinate,taxonomic,11,5,,99
chickadee,is_yellow,external_surface_property,visual-colour,11,5,345,27
chickadee,beh_-_chirps,entity_behavior,sound,10,7,41,6
chickadee,has_feathers,external_component,visual-form_and_surface,9,8,524,38
chickadee,has_wings,external_component,visual-form_and_surface,9,8,529,44
chickadee,beh_-_lays_eggs,entity_behavior,encyclopaedic,7,10,332,32
chickadee,beh_-_sings,entity_behavior,sound,7,10,108,11
chickadee,is_black,external_surface_property,visual-colour,7,10,607,50
chickadee,a_baby_bird,synonym,taxonomic,6,13,,1
chickadee,has_feet,external_component,visual-form_and_surface,5,14,91,10
chickadee,is_brown,external_surface_property,visual-colour,5,14,480,54
chicken,beh_-_lays_eggs,entity_behavior,encyclopaedic,25,1,332,32
chicken,has_feathers,external_component,visual-form_and_surface,21,2,524,38
chicken,a_bird,superordinate,taxonomic,14,3,,39
chicken,is_edible,function,function,12,4,890,78
chicken,an_animal,superordinate,taxonomic,11,5,,99
chicken,lives_on_farms,location,encyclopaedic,11,5,116,12
chicken,beh_-_cannot_fly,negation,encyclopaedic,9,7,81,7
chicken,has_wings,external_component,visual-form_and_surface,9,7,529,44
chicken,has_a_beak,external_component,visual-form_and_surface,8,9,443,38
chicken,beh_-_eats,entity_behavior,visual-motion,7,10,443,39
chicken,beh_-_clucks,entity_behavior,sound,6,11,6,1
chicken,beh_-_eats_grain,entity_behavior,visual-motion,6,11,6,1
chicken,is_domestic,systemic_property,encyclopaedic,6,11,29,5
chicken,beh_-_flies,entity_behavior,visual-motion,5,14,712,46
chicken,beh_-_pecks,entity_behavior,visual-motion,5,14,5,1
chicken,eaten_by_frying,action,function,5,14,12,2
chicken,has_legs,external_component,visual-form_and_surface,5,14,489,44
chicken,is_loud,external_surface_property,sound,5,14,317,34
chicken,is_stupid,evaluation,encyclopaedic,5,14,10,2
chicken,lives_in_coops,location,encyclopaedic,5,14,5,1
chimp,an_animal,superordinate,taxonomic,17,1,,99
chimp,has_hair,external_component,visual-form_and_surface,11,2,78,9
chimp,a_relative_of_humans,coordinate,taxonomic,10,3,,1
chimp,beh_-_climbs,entity_behavior,visual-motion,9,4,14,2
chimp,beh_-_eats,entity_behavior,visual-motion,9,4,443,39
chimp,beh_-_walks,entity_behavior,visual-motion,9,4,9,1
chimp,has_fur,external_component,visual-form_and_surface,9,4,264,22
chimp,lives_in_jungles,location,encyclopaedic,8,8,55,7
chimp,a_mammal,superordinate,taxonomic,7,9,,42
chimp,beh_-_eats_bananas,entity_behavior,visual-motion,7,9,17,2
chimp,lives_in_zoos,location,encyclopaedic,7,9,67,9
chimp,beh_-_climbs_trees,entity_behavior,visual-motion,6,12,32,4
chimp,is_smart,systemic_property,encyclopaedic,6,12,6,1
chimp,used_in_experiments,function,function,6,12,26,3
chimp,is_brown,external_surface_property,visual-colour,5,15,480,54
chimp,is_cute,evaluation,encyclopaedic,5,15,52,9
chimp,is_intelligent,systemic_property,encyclopaedic,5,15,21,2
chipmunk,an_animal,superordinate,taxonomic,14,1,,99
chipmunk,is_small,external_surface_property,visual-form_and_surface,14,1,1229,121
chipmunk,beh_-_eats_nuts,entity_behavior,visual-motion,12,3,28,2
chipmunk,is_furry,external_surface_property,tactile,12,3,211,20
chipmunk,lives_in_trees,location,encyclopaedic,12,3,61,6
chipmunk,has_stripes,external_surface_property,visual-form_and_surface,10,6,58,4
chipmunk,is_cute,evaluation,encyclopaedic,10,6,52,9
chipmunk,beh_-_climbs_trees,entity_behavior,visual-motion,7,8,32,4
chipmunk,is_brown,external_surface_property,visual-colour,7,8,480,54
chipmunk,is_fast,systemic_property,visual-motion,7,8,346,33
chipmunk,associated_with_cartoons,associated_entity,encyclopaedic,6,11,6,1
chipmunk,has_a_tail,external_component,visual-form_and_surface,6,11,379,39
chipmunk,is_white,external_surface_property,visual-colour,6,11,634,51
chipmunk,a_mammal,superordinate,taxonomic,5,14,,42
chisel,a_tool,superordinate,taxonomic,20,1,,18
chisel,made_of_metal,made_of,visual-form_and_surface,16,2,1472,133
chisel,used_for_sculpting,function,function,13,3,13,1
chisel,requires_a_hammer,contingency,encyclopaedic,12,4,12,1
chisel,is_sharp,external_surface_property,tactile,11,5,281,18
chisel,used_for_wood_working,function,function,7,6,7,1
chisel,has_a_handle,external_component,visual-form_and_surface,6,7,508,42
chisel,used_for_carving,function,function,6,7,6,1
chisel,used_for_rocks,function,function,6,7,6,1
chisel,used_for_art,function,function,5,10,5,1
church,has_clergy,associated_entity,encyclopaedic,18,1,25,2
church,a_building,superordinate,taxonomic,14,2,,6
church,used_for_worshipping,function,function,14,2,34,3
church,has_seats,internal_component,visual-form_and_surface,11,4,37,4
church,associated_with_religion,associated_abstract_entity,encyclopaedic,10,5,34,3
church,used_for_praying,function,function,9,6,30,3
church,has_an_alter,internal_component,visual-form_and_surface,8,7,8,1
church,has_a_cross,associated_entity,encyclopaedic,7,8,12,2
church,used_for_weddings,function,function,7,8,28,3
church,has_stained_glass_windows,external_component,visual-form_and_surface,6,10,22,2
church,is_quiet,systemic_property,encyclopaedic,6,10,11,2
church,used_on_Sundays,time,encyclopaedic,6,10,6,1
church,has_a_congregation,associated_entity,encyclopaedic,5,13,5,1
church,is_large,external_surface_property,visual-form_and_surface,5,13,1076,106
church,used_for_sermons,function,function,5,13,5,1
cigar,is_smelly,external_surface_property,smell,20,1,142,16
cigar,used_by_smoking,action,function,19,2,27,2
cigar,is_brown,external_surface_property,visual-colour,16,3,480,54
cigar,inbeh_-_produces_smoke,entity_behavior,encyclopaedic,15,4,31,3
cigar,made_of_tobacco,made_of,visual-form_and_surface,15,4,26,2
cigar,causes_cancer,contingency,encyclopaedic,11,6,26,2
cigar,made_in_Cuba,origin,encyclopaedic,10,7,10,1
cigar,is_expensive,systemic_property,encyclopaedic,5,8,226,22
cigar,is_large,external_surface_property,visual-form_and_surface,5,8,1076,106
cigar,is_long,external_surface_property,visual-form_and_surface,5,8,844,81
cigar,is_thick,external_surface_property,visual-form_and_surface,5,8,17,3
cigarette,causes_cancer,contingency,encyclopaedic,15,1,26,2
cigarette,has_nicotine,internal_component,encyclopaedic,11,2,11,1
cigarette,is_addictive,systemic_property,encyclopaedic,11,2,11,1
cigarette,made_of_tobacco,made_of,visual-form_and_surface,11,2,26,2
cigarette,is_smelly,external_surface_property,smell,10,5,142,16
cigarette,has_a_filter,internal_component,visual-form_and_surface,9,6,9,1
cigarette,inbeh_-_produces_smoke,entity_behavior,encyclopaedic,9,6,31,3
cigarette,is_white,external_surface_property,visual-colour,9,6,634,51
cigarette,used_by_smoking,action,function,8,9,27,2
cigarette,is_not_healthy,negation,encyclopaedic,6,10,6,1
cigarette,causes_disease,contingency,encyclopaedic,5,11,5,1
cigarette,is_round,external_surface_property,visual-form_and_surface,5,11,823,76
cigarette,requires_a_lighter,contingency,encyclopaedic,5,11,5,1
clam,has_a_shell,external_component,visual-form_and_surface,23,1,153,10
clam,is_edible,function,function,21,2,890,78
clam,lives_in_oceans,location,encyclopaedic,14,3,101,10
clam,lives_in_water,location,encyclopaedic,14,3,394,32
clam,is_hard,external_surface_property,tactile,11,5,211,22
clam,has_pearls,internal_component,visual-form_and_surface,7,6,7,1
clam,a_seafood,superordinate,taxonomic,6,7,,4
clam,an_animal,superordinate,taxonomic,6,7,,99
clamp,used_for_holding,function,function,20,1,93,7
clamp,a_tool,superordinate,taxonomic,19,2,,18
clamp,made_of_metal,made_of,visual-form_and_surface,14,3,1472,133
clamp,used_for_surgery,function,function,10,4,10,1
clamp,used_by_tightening,action,function,8,5,8,1
clamp,used_for_holding_things_together,function,function,7,6,36,4
clamp,a_vice,synonym,taxonomic,6,7,,1
clamp,made_of_steel,made_of,visual-form_and_surface,6,7,39,6
clamp,used_for_carpentry,function,function,5,9,67,8
clamp,used_for_securing,function,function,5,9,18,3
clarinet,a_musical_instrument,superordinate,taxonomic,25,1,,18
clarinet,inbeh_-_produces_music,entity_behavior,sound,17,2,178,13
clarinet,used_by_blowing_air_through,action,function,13,3,76,7
clarinet,is_black,external_surface_property,visual-colour,12,4,607,50
clarinet,used_in_bands,function,function,10,5,83,9
clarinet,has_keys,external_component,visual-form_and_surface,9,6,108,7
clarinet,has_reeds,external_component,visual-form_and_surface,8,7,17,2
clarinet,is_long,external_surface_property,visual-form_and_surface,8,7,844,81
clarinet,made_of_metal,made_of,visual-form_and_surface,8,7,1472,133
clarinet,used_in_orchestras,function,function,8,7,56,6
clarinet,used_with_fingers,action,function,6,11,6,1
clarinet,inbeh_-_produces_notes,entity_behavior,sound,5,12,10,2
clarinet,made_of_wood,made_of,visual-form_and_surface,5,12,1091,79
cloak,is_long,external_surface_property,visual-form_and_surface,12,1,844,81
cloak,clothing,superordinate,taxonomic,10,2,,34
cloak,is_black,external_surface_property,visual-colour,9,3,607,50
cloak,a_coat,coordinate,taxonomic,8,4,,1
cloak,has_a_hood,external_component,visual-form_and_surface,7,5,29,4
cloak,is_warm,systemic_property,tactile,6,6,144,14
cloak,worn_over_clothes,function,function,6,6,11,2
cloak,a_cape,coordinate,taxonomic,5,8,,1
clock,has_hands,external_component,visual-form_and_surface,18,1,18,1
clock,used_for_telling_time,function,function,18,1,18,1
clock,eg_-_digital,subordinate,taxonomic,16,3,,1
clock,has_numbers,external_component,visual-form_and_surface,14,4,41,5
clock,inbeh_-_ticks,entity_behavior,sound,13,5,13,1
clock,found_on_walls,location,encyclopaedic,12,6,58,7
clock,is_electrical,internal_surface_property,visual-form_and_surface,10,7,289,22
clock,has_an_alarm,internal_component,encyclopaedic,9,8,9,1
clock,has_batteries,associated_entity,encyclopaedic,9,8,9,1
clock,is_round,external_surface_property,visual-form_and_surface,9,8,823,76
clock,used_for_keeping_time,function,function,9,8,9,1
clock,requires_winding,action,function,8,12,8,1
clock,a_watch,coordinate,taxonomic,7,13,,1
clock,has_a_face,external_component,visual-form_and_surface,7,13,7,1
closet,used_for_storage,function,function,30,1,374,18
closet,used_for_storing_clothing,function,function,23,2,73,3
closet,has_doors,external_component,visual-form_and_surface,15,3,163,15
closet,has_hangers,associated_entity,encyclopaedic,14,4,14,1
closet,has_shelves,internal_component,visual-form_and_surface,13,5,80,6
closet,is_dark,internal_surface_property,visual-form_and_surface,12,6,52,4
closet,is_small,external_surface_property,visual-form_and_surface,10,7,1229,121
closet,used_for_storing_shoes,function,function,10,7,10,1
closet,a_space,superordinate,taxonomic,9,9,,1
closet,found_in_bedrooms,location,encyclopaedic,8,10,60,5
closet,is_messy,internal_surface_property,visual-form_and_surface,7,11,7,1
closet,found_in_hallways,location,encyclopaedic,6,12,6,1
closet,has_hanging_bars,internal_component,visual-form_and_surface,6,12,6,1
coat,worn_for_warmth,function,function,15,1,206,15
coat,is_warm,systemic_property,tactile,11,2,144,14
coat,has_buttons,external_component,visual-form_and_surface,10,3,163,13
coat,has_sleeves,external_component,visual-form_and_surface,10,3,74,6
coat,worn_for_the_cold,function,function,9,5,19,3
coat,has_pockets,external_component,visual-form_and_surface,8,6,52,6
coat,made_of_wool,made_of,visual-form_and_surface,8,6,107,9
coat,is_long,external_surface_property,visual-form_and_surface,7,8,844,81
coat,worn_for_protection,function,function,7,8,118,8
coat,clothing,superordinate,taxonomic,6,10,,34
coat,different_colours,external_surface_property,visual-colour,6,10,460,58
coat,made_of_cotton,made_of,visual-form_and_surface,6,10,88,12
coat,made_of_fur,made_of,visual-form_and_surface,6,10,20,3
coat,has_a_hood,external_component,visual-form_and_surface,5,14,29,4
coat,has_a_zipper,external_component,visual-form_and_surface,5,14,38,4
coat,made_of_different_materials,made_of,visual-form_and_surface,5,14,35,6
coat,made_of_leather,made_of,visual-form_and_surface,5,14,206,13
coat,worn_for_covering,function,function,5,14,45,6
coat,worn_for_winter,time,encyclopaedic,5,14,13,2
cockroach,an_insect,superordinate,taxonomic,18,1,,12
cockroach,is_ugly,evaluation,encyclopaedic,7,2,78,10
cockroach,requires_extermination,contingency,encyclopaedic,7,2,7,1
cockroach,found_in_houses,location,encyclopaedic,6,4,83,11
cockroach,is_brown,external_surface_property,visual-colour,6,4,480,54
cockroach,is_dirty,external_surface_property,visual-form_and_surface,6,4,83,10
cockroach,beh_-_flies,entity_behavior,visual-motion,5,7,712,46
cockroach,has_a_shell,external_component,visual-form_and_surface,5,7,153,10
cockroach,has_many_legs,external_component,visual-form_and_surface,5,7,25,2
cockroach,is_black,external_surface_property,visual-colour,5,7,607,50
cockroach,is_hard,external_surface_property,tactile,5,7,211,22
cockroach,is_large,external_surface_property,visual-form_and_surface,5,7,1076,106
cockroach,is_small,external_surface_property,visual-form_and_surface,5,7,1229,121
cockroach,lives_in_dirty_places,location,encyclopaedic,5,7,5,1
coconut,grows_on_trees,origin,encyclopaedic,24,1,223,19
coconut,has_milk,internal_component,visual-form_and_surface,23,2,23,1
coconut,has_an_outside,external_component,visual-form_and_surface,17,3,38,4
coconut,has_an_inside,internal_component,visual-form_and_surface,14,4,94,11
coconut,is_white_inside,internal_surface_property,visual-colour,13,5,42,5
coconut,a_fruit,superordinate,taxonomic,12,6,,29
coconut,is_brown,external_surface_property,visual-colour,12,6,480,54
coconut,is_tropical,systemic_property,encyclopaedic,12,6,34,3
coconut,has_a_shell,external_component,visual-form_and_surface,11,9,153,10
coconut,is_hard,external_surface_property,tactile,11,9,211,22
coconut,has_hair,external_component,visual-form_and_surface,9,11,78,9
coconut,has_a_brown_outside,external_surface_property,visual-colour,8,12,8,1
coconut,has_a_hard_shell,external_component,tactile,8,12,28,3
coconut,tastes_sweet,internal_surface_property,taste,8,12,320,24
coconut,grows_in_warm_climates,location,encyclopaedic,7,15,25,4
coconut,grows_on_palm_trees,origin,encyclopaedic,7,15,7,1
coconut,is_edible,function,function,7,15,890,78
coconut,is_white,internal_surface_property,visual-colour,7,15,634,51
coconut,eaten_as_meat,function,function,6,19,43,6
coconut,tastes_good,internal_surface_property,taste,6,19,235,33
coconut,is_round,external_surface_property,visual-form_and_surface,5,21,823,76
cod,a_fish,superordinate,taxonomic,22,1,,16
cod,is_edible,function,function,14,2,890,78
cod,lives_in_water,location,encyclopaedic,11,3,394,32
cod,inbeh_-_gets_caught,entity_behavior,encyclopaedic,7,4,7,1
cod,beh_-_swims,entity_behavior,visual-motion,6,5,411,33
cod,has_gills,external_component,visual-form_and_surface,6,5,80,9
cod,has_scales,external_component,visual-form_and_surface,6,5,88,10
cod,has_fins,external_component,visual-form_and_surface,5,8,100,11
cod,lives_in_Atlantic,location,encyclopaedic,5,8,5,1
coin,is_round,external_surface_property,visual-form_and_surface,20,1,823,76
coin,made_of_metal,made_of,visual-form_and_surface,18,2,1472,133
coin,used_as_money,function,function,16,3,16,1
coin,used_for_currency,function,function,11,4,11,1
coin,used_for_buying_items,function,function,9,5,9,1
coin,is_small,external_surface_property,visual-form_and_surface,7,6,1229,121
coin,different_sizes,external_surface_property,visual-form_and_surface,6,7,135,19
coin,is_shiny,external_surface_property,visual-form_and_surface,6,7,106,15
coin,used_for_collecting,function,function,6,7,20,3
coin,has_value,systemic_property,encyclopaedic,5,10,11,2
coin,made_of_silver,made_of,visual-form_and_surface,5,10,85,7
colander,used_for_straining,function,function,14,1,20,2
colander,made_of_metal,made_of,visual-form_and_surface,13,2,1472,133
colander,made_of_plastic,made_of,visual-form_and_surface,12,3,446,51
colander,has_holes,external_component,visual-form_and_surface,10,4,80,6
colander,a_utensil,superordinate,taxonomic,8,5,,12
colander,found_in_kitchens,location,encyclopaedic,7,6,386,32
comb,has_teeth,external_component,visual-form_and_surface,24,1,144,14
comb,used_for_hair,function,function,21,2,21,1
comb,made_of_plastic,made_of,visual-form_and_surface,19,3,446,51
comb,used_for_grooming,function,function,9,4,9,1
comb,different_colours,external_surface_property,visual-colour,8,5,460,58
comb,found_in_bathrooms,location,encyclopaedic,7,6,103,10
comb,is_thin,external_surface_property,visual-form_and_surface,7,6,109,16
comb,is_small,external_surface_property,visual-form_and_surface,6,8,1229,121
comb,made_of_metal,made_of,visual-form_and_surface,6,8,1472,133
comb,found_in_hair_salons,location,encyclopaedic,5,10,5,1
comb,used_by_humans,participant,function,5,10,11,2
comb,used_for_styling,function,function,5,10,5,1
cork,used_for_sealing_wine_bottles,function,function,16,1,16,1
cork,made_of_wood,made_of,visual-form_and_surface,9,2,1091,79
cork,used_for_sealing_bottles,function,function,9,2,9,1
cork,used_for_message_boards,function,function,7,4,7,1
cork,used_for_sealing,function,function,7,4,15,2
cork,comes_from_trees,origin,encyclopaedic,6,6,11,2
cork,is_brown,external_surface_property,visual-colour,6,6,480,54
corkscrew,made_of_metal,made_of,visual-form_and_surface,21,1,1472,133
corkscrew,used_for_removing_corks,function,function,18,2,18,1
corkscrew,used_for_opening_wine_bottles,function,function,9,3,9,1
corkscrew,has_a_screw_end,external_component,visual-form_and_surface,8,4,8,1
corkscrew,has_a_handle,external_component,visual-form_and_surface,6,5,508,42
corkscrew,used_for_opening_bottles,function,function,6,5,6,1
corkscrew,found_in_bars,location,encyclopaedic,5,7,17,2
corkscrew,found_in_kitchens,location,encyclopaedic,5,7,386,32
corkscrew,has_a_curly_end,external_component,visual-form_and_surface,5,7,5,1
corkscrew,used_by_twisting,action,function,5,7,5,1
corn,is_yellow,external_surface_property,visual-colour,23,1,345,27
corn,grows_in_fields,location,encyclopaedic,16,2,21,2
corn,a_vegetable,superordinate,taxonomic,14,3,,28
corn,comes_on_cobs,external_surface_property,visual-form_and_surface,12,4,12,1
corn,eaten_as_popcorn,function,function,11,5,11,1
corn,has_kernels,external_component,visual-form_and_surface,11,5,11,1
corn,has_stalks,external_component,visual-form_and_surface,9,7,28,3
corn,is_edible,function,function,9,7,890,78
corn,eaten_with_butter,associated_entity,encyclopaedic,8,9,26,4
corn,has_ears,external_component,visual-form_and_surface,7,10,58,5
corn,has_husks,external_component,visual-form_and_surface,7,10,7,1
corn,is_harvested,action,function,5,12,5,1
corn,tastes_sweet,internal_surface_property,taste,5,12,320,24
cottage,is_small,external_surface_property,visual-form_and_surface,19,1,1229,121
cottage,a_house,superordinate,taxonomic,12,2,,6
cottage,made_of_wood,made_of,visual-form_and_surface,12,2,1091,79
cottage,found_in_the_country,location,encyclopaedic,10,4,27,3
cottage,found_in_forests,location,encyclopaedic,8,5,28,2
cottage,associated_with_cheese,associated_entity,encyclopaedic,6,6,6,1
cottage,associated_with_fairy_tales,associated_abstract_entity,encyclopaedic,6,6,6,1
cottage,has_a_fireplace,internal_component,visual-form_and_surface,6,6,6,1
cottage,has_windows,external_component,visual-form_and_surface,6,6,76,9
cottage,used_as_a_house,function,function,6,6,32,3
cottage,has_a_roof,external_component,visual-form_and_surface,5,11,46,7
cottage,used_for_living_in,function,function,5,11,54,4
cottage,used_for_vacations,time,encyclopaedic,5,11,22,3
couch,used_by_sitting_on,action,function,25,1,131,8
couch,found_in_living_rooms,location,encyclopaedic,19,2,39,2
couch,has_cushions,external_component,visual-form_and_surface,18,3,32,2
couch,is_comfortable,evaluation,tactile,18,3,171,15
couch,furniture,superordinate,taxonomic,17,5,,11
couch,is_soft,external_surface_property,tactile,11,6,239,27
couch,has_armrests,external_component,visual-form_and_surface,9,7,26,3
couch,has_legs,external_component,visual-form_and_surface,9,7,489,44
couch,used_for_sleeping,function,function,9,7,68,5
couch,used_for_watching_television,function,function,8,10,15,2
couch,has_4_legs,external_component,visual-form_and_surface,6,11,468,49
couch,has_pillows,associated_entity,encyclopaedic,6,11,26,3
couch,used_for_seating_many_people,function,function,6,11,6,1
couch,associated_with_couch_potato,associated_entity,encyclopaedic,5,14,5,1
couch,is_heavy,systemic_property,tactile,5,14,253,27
couch,is_large,external_surface_property,visual-form_and_surface,5,14,1076,106
couch,made_of_leather,made_of,visual-form_and_surface,5,14,206,13
couch,made_of_material,made_of,visual-form_and_surface,5,14,154,18
couch,used_by_opening_into_a_bed,action,function,5,14,5,1
couch,used_for_relaxing,function,function,5,14,25,4
cougar,is_fast,systemic_property,visual-motion,23,1,346,33
cougar,an_animal,superordinate,taxonomic,20,2,,99
cougar,a_cat,coordinate,taxonomic,14,3,,5
cougar,beh_-_eats,entity_behavior,visual-motion,10,4,443,39
cougar,has_a_tail,external_component,visual-form_and_surface,9,5,379,39
cougar,has_fur,external_component,visual-form_and_surface,9,5,264,22
cougar,a_relative_of_cats,coordinate,taxonomic,8,7,,1
cougar,a_predator,superordinate,taxonomic,7,8,,9
cougar,is_dangerous,systemic_property,encyclopaedic,7,8,316,37
cougar,is_wild,systemic_property,encyclopaedic,7,8,23,3
cougar,has_4_legs,external_component,visual-form_and_surface,6,11,468,49
cougar,has_claws,external_component,visual-form_and_surface,6,11,99,10
cougar,is_brown,external_surface_property,visual-colour,6,11,480,54
cougar,lives_in_mountains,location,encyclopaedic,6,11,22,3
cougar,a_mammal,superordinate,taxonomic,5,15,,42
cougar,beh_-_eats_animals,entity_behavior,visual-motion,5,15,11,2
cougar,has_a_long_tail,external_component,visual-form_and_surface,5,15,51,6
cougar,has_teeth,internal_component,visual-form_and_surface,5,15,144,14
cougar,is_large,external_surface_property,visual-form_and_surface,5,15,1076,106
cougar,is_vicious,systemic_property,encyclopaedic,5,15,5,1
cougar,lives_in_forests,location,encyclopaedic,5,15,68,9
cougar,lives_in_jungles,location,encyclopaedic,5,15,55,7
cougar,lives_in_wilderness,location,encyclopaedic,5,15,66,9
cow,beh_-_produces_milk,entity_behavior,visual-motion,21,1,38,2
cow,an_animal,superordinate,taxonomic,18,2,,99
cow,beh_-_eats,entity_behavior,visual-motion,18,2,443,39
cow,beh_-_eats_grass,entity_behavior,visual-motion,17,4,62,7
cow,is_large,external_surface_property,visual-form_and_surface,16,5,1076,106
cow,has_4_legs,external_component,visual-form_and_surface,13,6,468,49
cow,has_legs,external_component,visual-form_and_surface,13,6,489,44
cow,a_mammal,superordinate,taxonomic,11,8,,42
cow,beh_-_moos,entity_behavior,sound,11,8,20,2
cow,is_white,external_surface_property,visual-colour,11,8,634,51
cow,is_black,external_surface_property,visual-colour,10,11,607,50
cow,eaten_as_meat,function,function,9,12,43,6
cow,has_an_udder,external_component,visual-form_and_surface,8,13,8,1
cow,is_brown,external_surface_property,visual-colour,8,13,480,54
cow,lives_on_farms,location,encyclopaedic,8,13,116,12
cow,used_for_producing_milk,function,function,7,16,14,2
cow,is_domestic,systemic_property,encyclopaedic,6,17,29,5
cow,beh_-_produces_manure,entity_behavior,visual-motion,5,18,27,3
cow,eaten_as_beef,function,function,5,18,5,1
cow,has_eyes,external_component,visual-form_and_surface,5,18,118,16
cow,is_smelly,external_surface_property,smell,5,18,142,16
cow,is_stupid,evaluation,encyclopaedic,5,18,10,2
coyote,is_furry,external_surface_property,tactile,20,1,211,20
coyote,an_animal,superordinate,taxonomic,19,2,,99
coyote,beh_-_howls,entity_behavior,sound,17,3,17,1
coyote,a_dog,coordinate,taxonomic,15,4,,1
coyote,has_4_legs,external_component,visual-form_and_surface,14,5,468,49
coyote,a_carnivore,superordinate,taxonomic,11,6,,11
coyote,has_teeth,internal_component,visual-form_and_surface,10,7,144,14
coyote,beh_-_hunts,entity_behavior,encyclopaedic,9,8,36,5
coyote,lives_in_wilderness,location,encyclopaedic,9,8,66,9
coyote,a_mammal,superordinate,taxonomic,8,10,,42
coyote,has_sharp_teeth,internal_component,visual-form_and_surface,7,11,39,3
coyote,lives_in_forests,location,encyclopaedic,7,11,68,9
coyote,lives_in_packs,larger_whole,encyclopaedic,6,13,11,2
coyote,a_wolf,coordinate,taxonomic,5,14,,1
coyote,has_a_tail,external_component,visual-form_and_surface,5,14,379,39
coyote,hunted_by_people,participant,function,5,14,267,27
coyote,lives_in_deserts,location,encyclopaedic,5,14,57,6
crab,is_edible,function,function,18,1,890,78
crab,has_claws,external_component,visual-form_and_surface,17,2,99,10
crab,is_red,external_surface_property,visual-colour,17,2,382,26
crab,has_pinchers,external_component,visual-form_and_surface,13,4,13,1
crab,has_legs,external_component,visual-form_and_surface,11,5,489,44
crab,lives_in_oceans,location,encyclopaedic,11,5,101,10
crab,has_a_hard_shell,external_component,tactile,10,7,28,3
crab,lives_in_water,location,encyclopaedic,10,7,394,32
crab,beh_-_walks_sideways,entity_behavior,visual-motion,8,9,8,1
crab,tastes_good,internal_surface_property,taste,8,9,235,33
crab,lives_on_the_sand,location,encyclopaedic,7,11,7,1
crab,a_crustacean,superordinate,taxonomic,6,12,,2
crab,a_seafood,superordinate,taxonomic,6,12,,4
crab,an_animal,superordinate,taxonomic,6,12,,99
crab,is_small,external_surface_property,visual-form_and_surface,6,12,1229,121
crab,has_6_legs,external_component,visual-form_and_surface,5,16,16,3
cranberry,is_red,external_surface_property,visual-colour,24,1,382,26
cranberry,a_fruit,superordinate,taxonomic,20,2,,29
cranberry,used_for_juice,function,function,18,3,81,7
cranberry,eaten_with_turkey,associated_entity,encyclopaedic,16,4,16,1
cranberry,eaten_in_sauces,function,function,13,5,13,1
cranberry,grows_on_bushes,origin,encyclopaedic,10,6,40,4
cranberry,a_berry,superordinate,taxonomic,9,7,,3
cranberry,eaten_at_Thanksgiving,time,encyclopaedic,9,7,33,2
cranberry,tastes_sweet,internal_surface_property,taste,9,7,320,24
cranberry,is_small,external_surface_property,visual-form_and_surface,8,10,1229,121
cranberry,tastes_tart,internal_surface_property,taste,6,11,17,3
cranberry,eaten_at_Christmas,time,encyclopaedic,5,12,25,3
cranberry,has_skin,external_component,visual-form_and_surface,5,12,131,16
cranberry,tastes_sour,internal_surface_property,taste,5,12,85,8
crane_(machine),used_for_lifting,function,function,19,1,19,1
crane_(machine),is_large,external_surface_property,visual-form_and_surface,18,2,1076,106
crane_(machine),made_of_metal,made_of,visual-form_and_surface,16,3,1472,133
crane_(machine),used_for_construction,function,function,14,4,94,10
crane_(machine),requires_operators,contingency,encyclopaedic,10,5,10,1
crane_(machine),is_heavy,systemic_property,tactile,8,6,253,27
crane_(machine),a_machine,superordinate,taxonomic,6,7,,3
crane_(machine),is_powerful,evaluation,encyclopaedic,6,7,16,3
crane_(machine),is_yellow,external_surface_property,visual-colour,6,7,345,27
crane_(machine),used_for_building,function,function,6,7,6,1
crane_(machine),used_for_moving_things,function,function,5,11,40,5
